algorithm,failure_type,n,f,seed,repetition,delivered_correct,any_delivered,total_correct,delivery_rate,agreed,agreement_rate,steps,terminated
flooding_naive,crash_permanent,31,20,161,7,11,11,11,1.0000,11,1.0000,371,true
flooding_naive,crash_permanent,31,20,178,8,11,11,11,1.0000,11,1.0000,371,true
flooding_naive,crash_permanent,31,20,195,9,11,11,11,1.0000,11,1.0000,371,true
flooding_ack,crash_permanent,31,20,42,0,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,59,1,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,76,2,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,93,3,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,110,4,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,127,5,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,144,6,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,161,7,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,178,8,11,11,11,1.0000,11,1.0000,5000,false
flooding_ack,crash_permanent,31,20,195,9,11,11,11,1.0000,11,1.0000,5000,false
bracha,crash_permanent,31,20,42,0,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,59,1,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,76,2,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,93,3,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,110,4,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,127,5,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,144,6,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,161,7,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,178,8,0,0,11,0.0000,0,1.0000,411,true
bracha,crash_permanent,31,20,195,9,0,0,11,0.0000,0,1.0000,411,true
flooding_naive,byz_active,31,0,42,0,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,59,1,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,76,2,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,93,3,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,110,4,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,127,5,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,144,6,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,161,7,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,178,8,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,byz_active,31,0,195,9,31,31,31,1.0000,31,1.0000,931,true
flooding_ack,byz_active,31,0,42,0,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,59,1,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,76,2,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,93,3,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,110,4,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,127,5,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,144,6,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,161,7,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,178,8,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,byz_active,31,0,195,9,31,31,31,1.0000,31,1.0000,5000,false
bracha,byz_active,31,0,42,0,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,59,1,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,76,2,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,93,3,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,110,4,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,127,5,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,144,6,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,161,7,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,178,8,31,31,31,1.0000,31,1.0000,1921,true
bracha,byz_active,31,0,195,9,31,31,31,1.0000,31,1.0000,1921,true
flooding_naive,byz_active,31,1,42,0,24,30,30,0.8000,24,0.8000,1772,true
flooding_naive,byz_active,31,1,59,1,29,30,30,0.9667,29,0.9667,1772,true
flooding_naive,byz_active,31,1,76,2,30,30,30,1.0000,30,1.0000,1772,true
flooding_naive,byz_active,31,1,93,3,25,30,30,0.8333,25,0.8333,1772,true
flooding_naive,byz_active,31,1,110,4,28,30,30,0.9333,28,0.9333,1772,true
flooding_naive,byz_active,31,1,127,5,30,30,30,1.0000,30,1.0000,1772,true
flooding_naive,byz_active,31,1,144,6,17,30,30,0.5667,17,0.5667,1772,true
flooding_naive,byz_active,31,1,161,7,30,30,30,1.0000,30,1.0000,1772,true
flooding_naive,byz_active,31,1,178,8,30,30,30,1.0000,30,1.0000,1772,true
flooding_naive,byz_active,31,1,195,9,30,30,30,1.0000,30,1.0000,1772,true
flooding_ack,byz_active,31,1,42,0,5,30,30,0.1667,25,0.8333,5000,false
flooding_ack,byz_active,31,1,59,1,2,30,30,0.0667,28,0.9333,5000,false
flooding_ack,byz_active,31,1,76,2,3,30,30,0.1000,27,0.9000,5000,false
flooding_ack,byz_active,31,1,93,3,4,30,30,0.1333,26,0.8667,5000,false
flooding_ack,byz_active,31,1,110,4,7,30,30,0.2333,23,0.7667,5000,false
flooding_ack,byz_active,31,1,127,5,5,30,30,0.1667,25,0.8333,5000,false
flooding_ack,byz_active,31,1,144,6,3,30,30,0.1000,27,0.9000,5000,false
flooding_ack,byz_active,31,1,161,7,4,30,30,0.1333,26,0.8667,5000,false
flooding_ack,byz_active,31,1,178,8,2,30,30,0.0667,28,0.9333,5000,false
flooding_ack,byz_active,31,1,195,9,4,30,30,0.1333,26,0.8667,5000,false
bracha,byz_active,31,1,42,0,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,59,1,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,76,2,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,93,3,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,110,4,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,127,5,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,144,6,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,161,7,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,178,8,30,30,30,1.0000,30,1.0000,3661,true
bracha,byz_active,31,1,195,9,30,30,30,1.0000,30,1.0000,3661,true
flooding_naive,byz_active,31,2,42,0,23,29,29,0.7931,23,0.7931,2613,true
flooding_naive,byz_active,31,2,59,1,28,29,29,0.9655,28,0.9655,2613,true
flooding_naive,byz_active,31,2,76,2,19,29,29,0.6552,19,0.6552,2613,true
flooding_naive,byz_active,31,2,93,3,10,29,29,0.3448,19,0.6552,2613,true
flooding_naive,byz_active,31,2,110,4,28,29,29,0.9655,28,0.9655,2613,true
flooding_naive,byz_active,31,2,127,5,28,29,29,0.9655,28,0.9655,2613,true
flooding_naive,byz_active,31,2,144,6,17,29,29,0.5862,17,0.5862,2613,true
flooding_naive,byz_active,31,2,161,7,29,29,29,1.0000,29,1.0000,2613,true
flooding_naive,byz_active,31,2,178,8,27,29,29,0.9310,27,0.9310,2613,true
flooding_naive,byz_active,31,2,195,9,20,29,29,0.6897,20,0.6897,2613,true
flooding_ack,byz_active,31,2,42,0,4,29,29,0.1379,25,0.8621,5000,false
flooding_ack,byz_active,31,2,59,1,2,29,29,0.0690,27,0.9310,5000,false
flooding_ack,byz_active,31,2,76,2,3,29,29,0.1034,26,0.8966,5000,false
flooding_ack,byz_active,31,2,93,3,3,29,29,0.1034,26,0.8966,5000,false
flooding_ack,byz_active,31,2,110,4,6,29,29,0.2069,23,0.7931,5000,false
flooding_ack,byz_active,31,2,127,5,4,29,29,0.1379,25,0.8621,5000,false
flooding_ack,byz_active,31,2,144,6,3,29,29,0.1034,26,0.8966,5000,false
flooding_ack,byz_active,31,2,161,7,4,29,29,0.1379,25,0.8621,5000,false
flooding_ack,byz_active,31,2,178,8,2,29,29,0.0690,27,0.9310,5000,false
flooding_ack,byz_active,31,2,195,9,4,29,29,0.1379,25,0.8621,5000,false
bracha,byz_active,31,2,42,0,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,59,1,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,76,2,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,93,3,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,110,4,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,127,5,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,144,6,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,161,7,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,178,8,29,29,29,1.0000,29,1.0000,5401,true
bracha,byz_active,31,2,195,9,29,29,29,1.0000,29,1.0000,5401,true
flooding_naive,byz_active,31,3,42,0,9,28,28,0.3214,19,0.6786,3454,true
flooding_naive,byz_active,31,3,59,1,5,28,28,0.1786,23,0.8214,3454,true
flooding_naive,byz_active,31,3,76,2,18,28,28,0.6429,18,0.6429,3454,true
flooding_naive,byz_active,31,3,93,3,10,28,28,0.3571,18,0.6429,3454,true
flooding_naive,byz_active,31,3,110,4,16,28,28,0.5714,16,0.5714,3454,true
flooding_naive,byz_active,31,3,127,5,27,28,28,0.9643,27,0.9643,3454,true
flooding_naive,byz_active,31,3,144,6,17,28,28,0.6071,17,0.6071,3454,true
flooding_naive,byz_active,31,3,161,7,27,28,28,0.9643,27,0.9643,3454,true
flooding_naive,byz_active,31,3,178,8,26,28,28,0.9286,26,0.9286,3454,true
flooding_naive,byz_active,31,3,195,9,20,28,28,0.7143,20,0.7143,3454,true
flooding_ack,byz_active,31,3,42,0,3,28,28,0.1071,25,0.8929,5000,false
flooding_ack,byz_active,31,3,59,1,1,28,28,0.0357,27,0.9643,5000,false
flooding_ack,byz_active,31,3,76,2,3,28,28,0.1071,25,0.8929,5000,false
flooding_ack,byz_active,31,3,93,3,3,28,28,0.1071,25,0.8929,5000,false
flooding_ack,byz_active,31,3,110,4,5,28,28,0.1786,23,0.8214,5000,false
flooding_ack,byz_active,31,3,127,5,4,28,28,0.1429,24,0.8571,5000,false
flooding_ack,byz_active,31,3,144,6,3,28,28,0.1071,25,0.8929,5000,false
flooding_ack,byz_active,31,3,161,7,4,28,28,0.1429,24,0.8571,5000,false
flooding_ack,byz_active,31,3,178,8,2,28,28,0.0714,26,0.9286,5000,false
flooding_ack,byz_active,31,3,195,9,4,28,28,0.1429,24,0.8571,5000,false
bracha,byz_active,31,3,42,0,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,59,1,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,76,2,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,93,3,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,110,4,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,127,5,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,144,6,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,161,7,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,178,8,28,28,28,1.0000,28,1.0000,7141,true
bracha,byz_active,31,3,195,9,28,28,28,1.0000,28,1.0000,7141,true
flooding_naive,byz_active,31,4,42,0,9,27,27,0.3333,18,0.6667,4295,true
flooding_naive,byz_active,31,4,59,1,5,27,27,0.1852,22,0.8148,4295,true
flooding_naive,byz_active,31,4,76,2,18,27,27,0.6667,18,0.6667,4295,true
flooding_naive,byz_active,31,4,93,3,10,27,27,0.3704,17,0.6296,4295,true
flooding_naive,byz_active,31,4,110,4,15,27,27,0.5556,15,0.5556,4295,true
flooding_naive,byz_active,31,4,127,5,26,27,27,0.9630,26,0.9630,4295,true
flooding_naive,byz_active,31,4,144,6,17,27,27,0.6296,17,0.6296,4295,true
flooding_naive,byz_active,31,4,161,7,26,27,27,0.9630,26,0.9630,4295,true
flooding_naive,byz_active,31,4,178,8,25,27,27,0.9259,25,0.9259,4295,true
flooding_naive,byz_active,31,4,195,9,19,27,27,0.7037,19,0.7037,4295,true
flooding_ack,byz_active,31,4,42,0,3,27,27,0.1111,24,0.8889,5000,false
flooding_ack,byz_active,31,4,59,1,1,27,27,0.0370,26,0.9630,5000,false
flooding_ack,byz_active,31,4,76,2,3,27,27,0.1111,24,0.8889,5000,false
flooding_ack,byz_active,31,4,93,3,3,27,27,0.1111,24,0.8889,5000,false
flooding_ack,byz_active,31,4,110,4,5,27,27,0.1852,22,0.8148,5000,false
flooding_ack,byz_active,31,4,127,5,4,27,27,0.1481,23,0.8519,5000,false
flooding_ack,byz_active,31,4,144,6,3,27,27,0.1111,24,0.8889,5000,false
flooding_ack,byz_active,31,4,161,7,4,27,27,0.1481,23,0.8519,5000,false
flooding_ack,byz_active,31,4,178,8,2,27,27,0.0741,25,0.9259,5000,false
flooding_ack,byz_active,31,4,195,9,4,27,27,0.1481,23,0.8519,5000,false
bracha,byz_active,31,4,42,0,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,59,1,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,76,2,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,93,3,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,110,4,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,127,5,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,144,6,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,161,7,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,178,8,27,27,27,1.0000,27,1.0000,8881,true
bracha,byz_active,31,4,195,9,27,27,27,1.0000,27,1.0000,8881,true
flooding_naive,byz_active,31,5,42,0,9,26,26,0.3462,17,0.6538,5136,true
flooding_naive,byz_active,31,5,59,1,5,26,26,0.1923,21,0.8077,5136,true
flooding_naive,byz_active,31,5,76,2,8,26,26,0.3077,18,0.6923,5136,true
flooding_naive,byz_active,31,5,93,3,10,26,26,0.3846,16,0.6154,5136,true
flooding_naive,byz_active,31,5,110,4,14,26,26,0.5385,14,0.5385,5136,true
flooding_naive,byz_active,31,5,127,5,24,26,26,0.9231,24,0.9231,5136,true
flooding_naive,byz_active,31,5,144,6,5,26,26,0.1923,21,0.8077,5136,true
flooding_naive,byz_active,31,5,161,7,25,26,26,0.9615,25,0.9615,5136,true
flooding_naive,byz_active,31,5,178,8,16,26,26,0.6154,16,0.6154,5136,true
flooding_naive,byz_active,31,5,195,9,9,26,26,0.3462,17,0.6538,5136,true
flooding_ack,byz_active,31,5,42,0,3,26,26,0.1154,23,0.8846,5000,false
flooding_ack,byz_active,31,5,59,1,1,26,26,0.0385,25,0.9615,5000,false
flooding_ack,byz_active,31,5,76,2,2,26,26,0.0769,24,0.9231,5000,false
flooding_ack,byz_active,31,5,93,3,3,26,26,0.1154,23,0.8846,5000,false
flooding_ack,byz_active,31,5,110,4,5,26,26,0.1923,21,0.8077,5000,false
flooding_ack,byz_active,31,5,127,5,4,26,26,0.1538,22,0.8462,5000,false
flooding_ack,byz_active,31,5,144,6,2,26,26,0.0769,24,0.9231,5000,false
flooding_ack,byz_active,31,5,161,7,4,26,26,0.1538,22,0.8462,5000,false
flooding_ack,byz_active,31,5,178,8,2,26,26,0.0769,24,0.9231,5000,false
flooding_ack,byz_active,31,5,195,9,3,26,26,0.1154,23,0.8846,5000,false
bracha,byz_active,31,5,42,0,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,59,1,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,76,2,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,93,3,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,110,4,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,127,5,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,144,6,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,161,7,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,178,8,26,26,26,1.0000,26,1.0000,10621,true
bracha,byz_active,31,5,195,9,26,26,26,1.0000,26,1.0000,10621,true
flooding_naive,byz_active,31,6,42,0,9,25,25,0.3600,16,0.6400,5977,true
flooding_naive,byz_active,31,6,59,1,5,25,25,0.2000,20,0.8000,5977,true
flooding_naive,byz_active,31,6,76,2,8,25,25,0.3200,17,0.6800,5977,true
flooding_naive,byz_active,31,6,93,3,9,25,25,0.3600,16,0.6400,5977,true
flooding_naive,byz_active,31,6,110,4,11,25,25,0.4400,14,0.5600,5977,true
flooding_naive,byz_active,31,6,127,5,23,25,25,0.9200,23,0.9200,5977,true
flooding_naive,byz_active,31,6,144,6,5,25,25,0.2000,20,0.8000,5977,true
flooding_naive,byz_active,31,6,161,7,24,25,25,0.9600,24,0.9600,5977,true
flooding_naive,byz_active,31,6,178,8,15,25,25,0.6000,15,0.6000,5977,true
flooding_naive,byz_active,31,6,195,9,8,25,25,0.3200,17,0.6800,5977,true
flooding_ack,byz_active,31,6,42,0,3,25,25,0.1200,22,0.8800,5000,false
flooding_ack,byz_active,31,6,59,1,1,25,25,0.0400,24,0.9600,5000,false
flooding_ack,byz_active,31,6,76,2,2,25,25,0.0800,23,0.9200,5000,false
flooding_ack,byz_active,31,6,93,3,3,25,25,0.1200,22,0.8800,5000,false
flooding_ack,byz_active,31,6,110,4,4,25,25,0.1600,21,0.8400,5000,false
flooding_ack,byz_active,31,6,127,5,4,25,25,0.1600,21,0.8400,5000,false
flooding_ack,byz_active,31,6,144,6,2,25,25,0.0800,23,0.9200,5000,false
flooding_ack,byz_active,31,6,161,7,4,25,25,0.1600,21,0.8400,5000,false
flooding_ack,byz_active,31,6,178,8,2,25,25,0.0800,23,0.9200,5000,false
flooding_ack,byz_active,31,6,195,9,3,25,25,0.1200,22,0.8800,5000,false
bracha,byz_active,31,6,42,0,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,59,1,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,76,2,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,93,3,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,110,4,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,127,5,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,144,6,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,161,7,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,178,8,25,25,25,1.0000,25,1.0000,12361,true
bracha,byz_active,31,6,195,9,25,25,25,1.0000,25,1.0000,12361,true
flooding_naive,byz_active,31,7,42,0,9,24,24,0.3750,15,0.6250,6818,true
flooding_naive,byz_active,31,7,59,1,5,24,24,0.2083,19,0.7917,6818,true
flooding_naive,byz_active,31,7,76,2,8,24,24,0.3333,16,0.6667,6818,true
flooding_naive,byz_active,31,7,93,3,9,24,24,0.3750,15,0.6250,6818,true
flooding_naive,byz_active,31,7,110,4,11,24,24,0.4583,13,0.5417,6818,true
flooding_naive,byz_active,31,7,127,5,23,24,24,0.9583,23,0.9583,6818,true
flooding_naive,byz_active,31,7,144,6,5,24,24,0.2083,19,0.7917,6818,true
flooding_naive,byz_active,31,7,161,7,17,24,24,0.7083,17,0.7083,6818,true
flooding_naive,byz_active,31,7,178,8,14,24,24,0.5833,14,0.5833,6818,true
flooding_naive,byz_active,31,7,195,9,8,24,24,0.3333,16,0.6667,6818,true
flooding_ack,byz_active,31,7,42,0,3,24,24,0.1250,21,0.8750,5000,false
flooding_ack,byz_active,31,7,59,1,1,24,24,0.0417,23,0.9583,5000,false
flooding_ack,byz_active,31,7,76,2,2,24,24,0.0833,22,0.9167,5000,false
flooding_ack,byz_active,31,7,93,3,3,24,24,0.1250,21,0.8750,5000,false
flooding_ack,byz_active,31,7,110,4,4,24,24,0.1667,20,0.8333,5000,false
flooding_ack,byz_active,31,7,127,5,4,24,24,0.1667,20,0.8333,5000,false
flooding_ack,byz_active,31,7,144,6,2,24,24,0.0833,22,0.9167,5000,false
flooding_ack,byz_active,31,7,161,7,4,24,24,0.1667,20,0.8333,5000,false
flooding_ack,byz_active,31,7,178,8,2,24,24,0.0833,22,0.9167,5000,false
flooding_ack,byz_active,31,7,195,9,3,24,24,0.1250,21,0.8750,5000,false
bracha,byz_active,31,7,42,0,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,59,1,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,76,2,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,93,3,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,110,4,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,127,5,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,144,6,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,161,7,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,178,8,24,24,24,1.0000,24,1.0000,14101,true
bracha,byz_active,31,7,195,9,24,24,24,1.0000,24,1.0000,14101,true
flooding_naive,byz_active,31,8,42,0,8,23,23,0.3478,15,0.6522,7659,true
flooding_naive,byz_active,31,8,59,1,5,23,23,0.2174,18,0.7826,7659,true
flooding_naive,byz_active,31,8,76,2,8,23,23,0.3478,15,0.6522,7659,true
flooding_naive,byz_active,31,8,93,3,9,23,23,0.3913,14,0.6087,7659,true
flooding_naive,byz_active,31,8,110,4,11,23,23,0.4783,12,0.5217,7659,true
flooding_naive,byz_active,31,8,127,5,22,23,23,0.9565,22,0.9565,7659,true
flooding_naive,byz_active,31,8,144,6,5,23,23,0.2174,18,0.7826,7659,true
flooding_naive,byz_active,31,8,161,7,16,23,23,0.6957,16,0.6957,7659,true
flooding_naive,byz_active,31,8,178,8,12,23,23,0.5217,12,0.5217,7659,true
flooding_naive,byz_active,31,8,195,9,8,23,23,0.3478,15,0.6522,7659,true
flooding_ack,byz_active,31,8,42,0,3,23,23,0.1304,20,0.8696,5000,false
flooding_ack,byz_active,31,8,59,1,1,23,23,0.0435,22,0.9565,5000,false
flooding_ack,byz_active,31,8,76,2,2,23,23,0.0870,21,0.9130,5000,false
flooding_ack,byz_active,31,8,93,3,3,23,23,0.1304,20,0.8696,5000,false
flooding_ack,byz_active,31,8,110,4,4,23,23,0.1739,19,0.8261,5000,false
flooding_ack,byz_active,31,8,127,5,4,23,23,0.1739,19,0.8261,5000,false
flooding_ack,byz_active,31,8,144,6,2,23,23,0.0870,21,0.9130,5000,false
flooding_ack,byz_active,31,8,161,7,4,23,23,0.1739,19,0.8261,5000,false
flooding_ack,byz_active,31,8,178,8,2,23,23,0.0870,21,0.9130,5000,false
flooding_ack,byz_active,31,8,195,9,3,23,23,0.1304,20,0.8696,5000,false
bracha,byz_active,31,8,42,0,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,59,1,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,76,2,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,93,3,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,110,4,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,127,5,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,144,6,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,161,7,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,178,8,23,23,23,1.0000,23,1.0000,15841,true
bracha,byz_active,31,8,195,9,23,23,23,1.0000,23,1.0000,15841,true
flooding_naive,byz_active,31,9,42,0,8,22,22,0.3636,14,0.6364,8500,true
flooding_naive,byz_active,31,9,59,1,5,22,22,0.2273,17,0.7727,8500,true
flooding_naive,byz_active,31,9,76,2,8,22,22,0.3636,14,0.6364,8500,true
flooding_naive,byz_active,31,9,93,3,9,22,22,0.4091,13,0.5909,8500,true
flooding_naive,byz_active,31,9,110,4,11,22,22,0.5000,11,0.5000,8500,true
flooding_naive,byz_active,31,9,127,5,21,22,22,0.9545,21,0.9545,8500,true
flooding_naive,byz_active,31,9,144,6,2,22,22,0.0909,20,0.9091,8500,true
flooding_naive,byz_active,31,9,161,7,16,22,22,0.7273,16,0.7273,8500,true
flooding_naive,byz_active,31,9,178,8,12,22,22,0.5455,12,0.5455,8500,true
flooding_naive,byz_active,31,9,195,9,8,22,22,0.3636,14,0.6364,8500,true
flooding_ack,byz_active,31,9,42,0,3,22,22,0.1364,19,0.8636,5000,false
flooding_ack,byz_active,31,9,59,1,1,22,22,0.0455,21,0.9545,5000,false
flooding_ack,byz_active,31,9,76,2,2,22,22,0.0909,20,0.9091,5000,false
flooding_ack,byz_active,31,9,93,3,3,22,22,0.1364,19,0.8636,5000,false
flooding_ack,byz_active,31,9,110,4,4,22,22,0.1818,18,0.8182,5000,false
flooding_ack,byz_active,31,9,127,5,4,22,22,0.1818,18,0.8182,5000,false
flooding_ack,byz_active,31,9,144,6,1,22,22,0.0455,21,0.9545,5000,false
flooding_ack,byz_active,31,9,161,7,4,22,22,0.1818,18,0.8182,5000,false
flooding_ack,byz_active,31,9,178,8,2,22,22,0.0909,20,0.9091,5000,false
flooding_ack,byz_active,31,9,195,9,3,22,22,0.1364,19,0.8636,5000,false
bracha,byz_active,31,9,42,0,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,59,1,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,76,2,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,93,3,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,110,4,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,127,5,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,144,6,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,161,7,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,178,8,22,22,22,1.0000,22,1.0000,17581,true
bracha,byz_active,31,9,195,9,22,22,22,1.0000,22,1.0000,17581,true
flooding_naive,byz_active,31,10,42,0,8,21,21,0.3810,13,0.6190,9341,true
flooding_naive,byz_active,31,10,59,1,5,21,21,0.2381,16,0.7619,9341,true
flooding_naive,byz_active,31,10,76,2,8,21,21,0.3810,13,0.6190,9341,true
flooding_naive,byz_active,31,10,93,3,9,21,21,0.4286,12,0.5714,9341,true
flooding_naive,byz_active,31,10,110,4,11,21,21,0.5238,11,0.5238,9341,true
flooding_naive,byz_active,31,10,127,5,14,21,21,0.6667,14,0.6667,9341,true
flooding_naive,byz_active,31,10,144,6,2,21,21,0.0952,19,0.9048,9341,true
flooding_naive,byz_active,31,10,161,7,15,21,21,0.7143,15,0.7143,9341,true
